,st_id,pr_sku_id,st_id_encoded,pr_sku_id_encoded,st_sku_interaction,pr_cluster_label,st_cluster_label,pr_uom_id
46213,c81e728d9d4c2f636f067f89cc14862c,b365e29babecfb9e593536ae6fc85ef0,7,1371,3520,6,0,1
46304,6364d3f0f495b6ab9dcf8d3b5c6e0b01,2062d6c68c7b32c29a863ce4d72b6dae,5,225,2819,0,0,1
46344,f7e6c85504ce6e82442c770f7c8606f0,448c25ee61b2572eef9076c03b7b8c67,8,490,5037,0,0,1
46422,1ecfb463472ec9115b10c292ef8bc986,c65b5c4fc602c02c1daead8ee1219e74,2,1528,1031,6,1,17
46617,c81e728d9d4c2f636f067f89cc14862c,48a752adf5ecb56cb33d317ba1308b33,7,519,4071,6,0,17
46927,c81e728d9d4c2f636f067f89cc14862c,4242d41d714121a04ed4a344851eb5c4,7,470,4041,8,0,1
46945,42a0e188f5033bc65bf8d78622277c4e,836c784d553282c664d502c5c259d767,3,972,2207,4,0,1
47360,c81e728d9d4c2f636f067f89cc14862c,4b347991609c79afe8bcb7e52d90790d,7,545,4086,5,0,1
47463,c81e728d9d4c2f636f067f89cc14862c,98d292620ce4e8087db271b691e28a4c,7,1145,3391,5,0,1
47761,16a5cdae362b8d27a1d8f8c7b78b4330,21716a96b18e53b7f324cae2ee59d405,1,232,531,4,0,17
47812,c81e728d9d4c2f636f067f89cc14862c,c262222092ac2de460cc1327a41b492b,7,1493,3590,8,0,1
47833,16a5cdae362b8d27a1d8f8c7b78b4330,9f32b9bd43cf9ad82d73df871d6f8d2e,1,1197,103,5,0,1
48040,c81e728d9d4c2f636f067f89cc14862c,93d8e612c5c3dd2c6ad4364e325bd68b,7,1113,3376,2,0,1
48314,f7e6c85504ce6e82442c770f7c8606f0,dcf5bab6c69f8c6b67fa8529ca98e8af,8,1710,4738,4,0,1
48397,fa7cdfad1a5aaf8370ebeda47a1ff1c3,7cf1c8a09521335911dc0314e1385239,9,924,6093,3,0,1
48607,42a0e188f5033bc65bf8d78622277c4e,84eb971ebd0331ec992c7e235aa76e62,3,981,2213,4,0,17
48893,c81e728d9d4c2f636f067f89cc14862c,4add29dec9171f9f9f3ba2f91cd0e2cf,7,539,4082,6,0,17
48991,f7e6c85504ce6e82442c770f7c8606f0,c0f4629fe4d80d10adf2ac8d605e40af,8,1482,4619,6,0,1
49180,16a5cdae362b8d27a1d8f8c7b78b4330,448c25ee61b2572eef9076c03b7b8c67,1,490,670,0,0,1
49547,c81e728d9d4c2f636f067f89cc14862c,4b2beeb5f3f07abe6e0b7a61ab7f3dee,7,544,4085,8,0,1
49767,1ecfb463472ec9115b10c292ef8bc986,695078b902484f8edb56d01c0b906c8c,2,786,1171,0,1,17
49797,1ecfb463472ec9115b10c292ef8bc986,a7a9eb3ffb9634e37c50995c34da34d0,2,1269,997,0,1,17
50067,f7e6c85504ce6e82442c770f7c8606f0,09bc73e1f521735d97429aa786891473,8,57,5084,4,0,1
50101,f7e6c85504ce6e82442c770f7c8606f0,d02d35a305c87172ca67ca59720cba77,8,1619,4690,0,0,1
50312,bd470ca955d9497bbcb808e59952fffc,c89aae1a0a88af25bd086b0bbf0520c4,6,1551,3254,0,1,17
50403,f7e6c85504ce6e82442c770f7c8606f0,6464ba75236f5928023d75e46ea8a328,8,747,5187,0,0,1
50413,f7e6c85504ce6e82442c770f7c8606f0,e098042910615ad78cc7c93d90d591f8,8,1738,4750,2,0,17
50636,f7e6c85504ce6e82442c770f7c8606f0,7f9e3c612ebdc940098b1ab2d8290dab,8,942,5291,8,0,1
50670,42a0e188f5033bc65bf8d78622277c4e,4955c8d2017ad404f4872e32451b60e6,3,526,1947,0,0,1
50928,1ecfb463472ec9115b10c292ef8bc986,4cc162d633c1b90fbe63aa8b7dd7c3c5,2,554,1139,4,1,17
51300,f7e6c85504ce6e82442c770f7c8606f0,6cc711fede664b46dfc20937bbd841aa,8,804,5212,0,0,17
51421,c81e728d9d4c2f636f067f89cc14862c,5f84b2be2f0dd4d2b00b4e0a1d3847e2,7,701,4186,4,0,1
51555,42a0e188f5033bc65bf8d78622277c4e,a9fc8e69fb59a5e3edda06e56129b1e6,3,1291,1352,2,0,1
51675,c81e728d9d4c2f636f067f89cc14862c,11757564c5624b6de2ebd2429d1f2c51,7,111,3373,6,0,17
51678,c81e728d9d4c2f636f067f89cc14862c,21b4bc4c1913efa897d0743c1d890903,7,234,3899,6,0,1
51880,bd470ca955d9497bbcb808e59952fffc,ced0c1a84924c982a6403870c54b99ca,6,1604,3259,9,1,17
51949,fa7cdfad1a5aaf8370ebeda47a1ff1c3,26de0454c28e8d9bd9a2c194fa4f2604,9,267,5778,3,0,1
52025,c81e728d9d4c2f636f067f89cc14862c,200e5b88211972d1367e9b4f02e02c1b,7,223,3890,0,0,1
52109,c81e728d9d4c2f636f067f89cc14862c,c4ea86f3463f168667d711cb5806315f,7,1514,3602,6,0,17
52167,f7e6c85504ce6e82442c770f7c8606f0,855a3b95cb49bead247abb5f9c7a7733,8,984,5311,4,0,1
52295,f7e6c85504ce6e82442c770f7c8606f0,b688e55fb702f9522be5a2b536220ab5,8,1398,4574,6,0,17
52368,42a0e188f5033bc65bf8d78622277c4e,ec64491cf0ea4b8a3cde5e351582631d,3,1825,1676,4,0,17
52634,f7e6c85504ce6e82442c770f7c8606f0,7d74965bb16afc88cf5f69de6b6f1a38,8,930,5284,0,0,17
53052,f7e6c85504ce6e82442c770f7c8606f0,dc87be3005896d51afb15ba79d57eb5e,8,1705,4734,4,0,17
53122,f7e6c85504ce6e82442c770f7c8606f0,c262222092ac2de460cc1327a41b492b,8,1493,4625,8,0,1
53141,f7e6c85504ce6e82442c770f7c8606f0,b2abed343c4faf5d13c585bbf2429538,8,1368,4557,0,0,1
53231,c81e728d9d4c2f636f067f89cc14862c,197ae982240ee052645b36668c079a5d,7,169,3699,4,0,1
53429,1ecfb463472ec9115b10c292ef8bc986,93d8e612c5c3dd2c6ad4364e325bd68b,2,1113,975,2,1,1
53460,16a5cdae362b8d27a1d8f8c7b78b4330,73c66ed635c83ba1316b28524a31b12f,1,866,880,6,0,1
53468,1ecfb463472ec9115b10c292ef8bc986,d84357079260a0bb22da7c2bd4d701c6,2,1671,1048,6,1,17
53661,16a5cdae362b8d27a1d8f8c7b78b4330,1f4e4ddc7c08eb1d53efce5802ac4d00,1,215,528,2,0,17
53951,16a5cdae362b8d27a1d8f8c7b78b4330,9df1f85ef10105d9a84284e9e4e748d4,1,1182,95,2,0,17
53973,c81e728d9d4c2f636f067f89cc14862c,879f64e131ca2c51cecab2fa1f5b2bc8,7,1000,3310,6,0,17
54040,16a5cdae362b8d27a1d8f8c7b78b4330,a88eebcf3dd28da67455654bbfe5a9fa,1,1282,140,0,0,17
54059,c81e728d9d4c2f636f067f89cc14862c,ad046d86568a7b668e8a06d50ddfbe0b,7,1319,3483,8,0,1
54154,c81e728d9d4c2f636f067f89cc14862c,072e81e77edf6f7370bc290b32c9bb81,7,44,4027,0,0,1
54432,16a5cdae362b8d27a1d8f8c7b78b4330,7c2477868f25cf87892fff6d99ae2c72,1,919,913,6,0,1
54560,c81e728d9d4c2f636f067f89cc14862c,450b815261a95a547a35b5396ad92b7f,7,493,4055,2,0,1
54592,42a0e188f5033bc65bf8d78622277c4e,b0916e0bb2e03036d6ff111ed94a2862,3,1353,1385,6,0,1
54636,c81e728d9d4c2f636f067f89cc14862c,2f282a08e4b584232004f9a42164e74a,7,328,3954,8,0,1
54661,c81e728d9d4c2f636f067f89cc14862c,d84357079260a0bb22da7c2bd4d701c6,7,1671,3689,6,0,17
54762,6364d3f0f495b6ab9dcf8d3b5c6e0b01,54cc81ad9eadc5ccde13e001ddfa3eb1,5,608,3012,5,0,1
55064,f7e6c85504ce6e82442c770f7c8606f0,39f08ca9bf44368a6a029b0ff7c43ab3,8,397,4983,3,0,1
55183,53e19f3dbb211f20b20b45668303c1b6,7573524fe31ce7272681364786e1e788,4,876,2328,4,1,17
55234,c81e728d9d4c2f636f067f89cc14862c,fdd0b49f7a05f53c0346aceeae35f532,7,1960,3872,8,0,1
55349,42a0e188f5033bc65bf8d78622277c4e,0f127ddd135b33f91edfab345fc77fbf,3,95,2193,0,0,1
55358,c81e728d9d4c2f636f067f89cc14862c,a8323a788674a3b1d7095b437f879823,7,1273,3461,8,0,1
55419,42a0e188f5033bc65bf8d78622277c4e,c7ad8478c33048ead1befd5c4a4da0db,3,1542,1490,6,0,1
55503,c81e728d9d4c2f636f067f89cc14862c,85ad8a61a364c0f800076d97e2cbad5b,7,986,4371,8,0,1
55608,42a0e188f5033bc65bf8d78622277c4e,54cc81ad9eadc5ccde13e001ddfa3eb1,3,608,1991,5,0,1
55638,6364d3f0f495b6ab9dcf8d3b5c6e0b01,0f9f8486fcb1bad82ffe18d5850dc25b,5,99,3216,4,0,1
55683,c81e728d9d4c2f636f067f89cc14862c,7f9e3c612ebdc940098b1ab2d8290dab,7,942,4344,8,0,1
55746,f7e6c85504ce6e82442c770f7c8606f0,172596a9729722de2d952b7506ab8f2a,8,151,4637,4,0,17
55811,42a0e188f5033bc65bf8d78622277c4e,67731b6c536b98e9886698772595a486,3,772,2089,0,0,1
55858,fa7cdfad1a5aaf8370ebeda47a1ff1c3,34beb69325815c6a11f3555c8ce62811,9,363,5819,6,0,1
55905,6364d3f0f495b6ab9dcf8d3b5c6e0b01,e098042910615ad78cc7c93d90d591f8,5,1738,2698,2,0,17
55947,1ecfb463472ec9115b10c292ef8bc986,559c8bf461e7f622ce1caa97071337f1,2,616,1147,0,1,17
55991,16a5cdae362b8d27a1d8f8c7b78b4330,3e7c6dfcc43c80a0558ebc13bb731cd6,1,434,637,8,0,1
56035,42a0e188f5033bc65bf8d78622277c4e,2a875376cce8ea8e15042d2ecdeb0fe1,3,300,1815,0,0,17
56307,53e19f3dbb211f20b20b45668303c1b6,033013f94a18c066e8b3d610bed34bee,4,21,2289,9,1,17
56398,1ecfb463472ec9115b10c292ef8bc986,d15aebeb3f5280ce7cda14306818cb86,2,1627,1043,0,1,1
56463,fa7cdfad1a5aaf8370ebeda47a1ff1c3,2a875376cce8ea8e15042d2ecdeb0fe1,9,300,5793,0,0,17
56477,c81e728d9d4c2f636f067f89cc14862c,d1be4d17aa2698e849ee276a30ed1ad1,7,1631,3666,6,0,17
56632,fa7cdfad1a5aaf8370ebeda47a1ff1c3,b739e0ffbd85602c82b57468fc48aa6f,9,1403,5493,0,0,1
56688,fa7cdfad1a5aaf8370ebeda47a1ff1c3,a4680e47cdf0ef37aeb19717a9d1968c,9,1243,5418,4,0,1
56742,16a5cdae362b8d27a1d8f8c7b78b4330,040a02c2ad1561cbcfc9cae5b4c4b73b,1,26,543,4,0,1
56821,42a0e188f5033bc65bf8d78622277c4e,45be7a92326d617b2442e1ebef6a4ece,3,497,1930,8,0,1
56831,6364d3f0f495b6ab9dcf8d3b5c6e0b01,cd02b1ef20992e3bccbbc7cb21e44298,5,1588,2615,6,0,1
56866,c81e728d9d4c2f636f067f89cc14862c,194585b5215aea447389c5fefca09c61,7,167,3688,0,0,1
57085,6364d3f0f495b6ab9dcf8d3b5c6e0b01,ec5d895b522eee0db4ddde3c6da17221,5,1824,2740,6,0,1
57091,c81e728d9d4c2f636f067f89cc14862c,73c66ed635c83ba1316b28524a31b12f,7,866,4292,6,0,1
57118,16a5cdae362b8d27a1d8f8c7b78b4330,e6b61cb3f6d8c2bec3f885f43ffcc11e,1,1779,405,8,0,1
57203,16a5cdae362b8d27a1d8f8c7b78b4330,e6908bee040a2dc180ad37627c8a5148,1,1777,403,0,0,1
57276,16a5cdae362b8d27a1d8f8c7b78b4330,7d74965bb16afc88cf5f69de6b6f1a38,1,930,916,0,0,17
57292,f7e6c85504ce6e82442c770f7c8606f0,770be3f109c6001e7926a38b0837dfa8,8,887,5259,0,0,17
57330,16a5cdae362b8d27a1d8f8c7b78b4330,a8cd2b38fb363476138accca70354430,1,1283,141,6,0,1
57340,bd470ca955d9497bbcb808e59952fffc,9bf41ccdcb3d361472efb9284962df17,6,1170,3233,4,1,17
57343,f7e6c85504ce6e82442c770f7c8606f0,9f5ac116da8020674caecb94033344c5,8,1201,4482,6,0,17
57345,fa7cdfad1a5aaf8370ebeda47a1ff1c3,d6b7feb4e97a1c3d1d0409a2cda9e1fc,9,1663,5605,0,0,1
57398,fa7cdfad1a5aaf8370ebeda47a1ff1c3,e920cfe91ed07f0d5172f8ef60e01afb,9,1795,5664,6,0,17
57574,fa7cdfad1a5aaf8370ebeda47a1ff1c3,fbf6c91454d7c3cea7b03f3092cbfb73,9,1942,5738,0,0,1
57587,16a5cdae362b8d27a1d8f8c7b78b4330,7d3f2fed7faf3501554970cd3c0d724e,1,927,915,8,0,1
57769,16a5cdae362b8d27a1d8f8c7b78b4330,0fc5b245448689d3d05756e60cf205d9,1,101,10,6,0,1
57780,16a5cdae362b8d27a1d8f8c7b78b4330,855a3b95cb49bead247abb5f9c7a7733,1,984,945,4,0,1
57878,c81e728d9d4c2f636f067f89cc14862c,ce429dec957b9d6f3658eaa343fc40f0,7,1598,3642,0,0,17
57989,fa7cdfad1a5aaf8370ebeda47a1ff1c3,628eca5623bd3a22d6ac99aa8ca78336,9,727,5998,0,0,1
58025,16a5cdae362b8d27a1d8f8c7b78b4330,daacadd948566ffbd8ffe0ee62c9efd9,1,1688,355,0,0,17
58110,fa7cdfad1a5aaf8370ebeda47a1ff1c3,c98fef53d3b6948fc1bccfb1644ab516,9,1559,5552,6,0,17
58203,fa7cdfad1a5aaf8370ebeda47a1ff1c3,9b19ad7e373e94a7a2364068a39efc9c,9,1159,5382,0,0,1
58342,fa7cdfad1a5aaf8370ebeda47a1ff1c3,7cda9f71125dade355b42c30afe11abf,9,923,6092,3,0,1
58583,16a5cdae362b8d27a1d8f8c7b78b4330,ec64491cf0ea4b8a3cde5e351582631d,1,1825,435,4,0,17
58688,1ecfb463472ec9115b10c292ef8bc986,bf743b325793c48ad87959c16cb76de1,2,1468,1017,0,1,1
58691,16a5cdae362b8d27a1d8f8c7b78b4330,c743ad4728fde0efd5be8dd5b90d769f,1,1539,273,6,0,1
58720,16a5cdae362b8d27a1d8f8c7b78b4330,2a875376cce8ea8e15042d2ecdeb0fe1,1,300,565,0,0,17
58785,42a0e188f5033bc65bf8d78622277c4e,e413ef24bbc63d4f9a2a24d1b461bc98,3,1757,1628,6,0,1
59236,6364d3f0f495b6ab9dcf8d3b5c6e0b01,f234dc7b5cfe0d08f7e14557e2fa2e6a,5,1878,2766,0,0,1
59396,16a5cdae362b8d27a1d8f8c7b78b4330,770be3f109c6001e7926a38b0837dfa8,1,887,895,0,0,17
59561,42a0e188f5033bc65bf8d78622277c4e,d084272630b1d93f436019a35461f1ee,3,1620,1544,6,0,17
59778,1ecfb463472ec9115b10c292ef8bc986,c9559c7de2742a8ef3ed1ad35707182b,2,1557,1036,6,1,17
60008,16a5cdae362b8d27a1d8f8c7b78b4330,6e2d2a7991b9a7beb5e875761a63e551,1,817,853,6,0,1
60053,c81e728d9d4c2f636f067f89cc14862c,81e8fcb1a277120cacd831a036cd09af,7,959,4352,0,0,1
60061,6364d3f0f495b6ab9dcf8d3b5c6e0b01,dd4c15bf5d52af843c1100ced670b92a,5,1712,2683,0,0,1
60077,fa7cdfad1a5aaf8370ebeda47a1ff1c3,3d44e8d90c2537e430a22aa71b868ba5,9,427,5851,0,0,1
60613,fa7cdfad1a5aaf8370ebeda47a1ff1c3,3f8abc351114632af4bc60bdc3bbe3b1,9,444,5863,4,0,1
60633,16a5cdae362b8d27a1d8f8c7b78b4330,b32fb98fd96e7efe2de8e393843aa381,1,1370,187,3,0,1
61027,c81e728d9d4c2f636f067f89cc14862c,b52d0d7b2ea2b2e89d4a2a2712e30c39,7,1384,3528,0,0,1
61896,c81e728d9d4c2f636f067f89cc14862c,b015ff9eeac77eceef6766be12e88398,7,1348,3505,6,0,1
62088,6364d3f0f495b6ab9dcf8d3b5c6e0b01,e379ce2dc88748569ddfcd256d32cb26,5,1754,2704,0,0,17
62567,42a0e188f5033bc65bf8d78622277c4e,26263bd5e3940e16aa7fbf1dbc0f4a90,3,261,1787,0,0,1
62827,1ecfb463472ec9115b10c292ef8bc986,8cc3c766285e320aef48183a4bbe22d1,2,1053,964,0,1,17
63133,42a0e188f5033bc65bf8d78622277c4e,a33bbb67c7a7089d4734b0c7615d0fab,3,1235,1321,6,0,1
63496,f7e6c85504ce6e82442c770f7c8606f0,559c8bf461e7f622ce1caa97071337f1,8,616,5108,0,0,17
64714,fa7cdfad1a5aaf8370ebeda47a1ff1c3,8272af043acf2ff857d2e94d8260f525,9,964,6115,6,0,17
64890,fa7cdfad1a5aaf8370ebeda47a1ff1c3,7f33b30d0e1fe6fcc2a84ed8e1bac73a,9,941,6100,6,0,1
64998,c81e728d9d4c2f636f067f89cc14862c,3bb2524fb92c7c5fec7a4223e4fadf68,7,412,4010,0,0,1
65258,c81e728d9d4c2f636f067f89cc14862c,641e167f974d1dd076c0886d17271975,7,745,4213,2,0,1
65454,16a5cdae362b8d27a1d8f8c7b78b4330,6cc711fede664b46dfc20937bbd841aa,1,804,845,0,0,17
65583,1ecfb463472ec9115b10c292ef8bc986,b4453a40526c5e7774b7b9d4cce068c4,2,1380,1009,6,1,17
65590,c81e728d9d4c2f636f067f89cc14862c,f2be582e5deaaa8558adfdcd1c92a6ac,7,1884,3829,5,0,1
65679,f7e6c85504ce6e82442c770f7c8606f0,2a875376cce8ea8e15042d2ecdeb0fe1,8,300,4929,0,0,17
66339,f7e6c85504ce6e82442c770f7c8606f0,554e128a3c63596f7f77c10bf57fd2c2,8,612,5105,0,0,1
66542,42a0e188f5033bc65bf8d78622277c4e,ca60378f8791f7bcfa9fef43ebbbb53b,3,1569,1510,0,0,1
66642,53e19f3dbb211f20b20b45668303c1b6,0f152427918d29bb1081834c1d375a48,4,96,2334,4,1,17
66682,f7e6c85504ce6e82442c770f7c8606f0,b6bc694bbc19d5900e9e19dac0d8b163,8,1401,4577,6,0,1
67341,1ecfb463472ec9115b10c292ef8bc986,777d21d980f82aa8b4f26f4a4d3dda1d,2,891,1193,5,1,1
67695,bd470ca955d9497bbcb808e59952fffc,711a1dcfd5b73a780173613120828ac0,6,845,3302,9,1,17
67745,fa7cdfad1a5aaf8370ebeda47a1ff1c3,fa99a6fd2d3d7419c20fdd03704c5822,9,1934,5732,6,0,1
67880,c81e728d9d4c2f636f067f89cc14862c,83913200ee37a50f3922fabbc9826991,7,973,4364,4,0,17
68032,fa7cdfad1a5aaf8370ebeda47a1ff1c3,8459aacbe6c369150be053190566bed0,9,978,6120,6,0,17
68363,f7e6c85504ce6e82442c770f7c8606f0,81e8fcb1a277120cacd831a036cd09af,8,959,5298,0,0,1
68504,6364d3f0f495b6ab9dcf8d3b5c6e0b01,641e167f974d1dd076c0886d17271975,5,745,3085,2,0,1
68606,fa7cdfad1a5aaf8370ebeda47a1ff1c3,dc57ae67a89ed3b85f394f5ca5b9ba1d,9,1704,5622,6,0,1
68677,c81e728d9d4c2f636f067f89cc14862c,b2abed343c4faf5d13c585bbf2429538,7,1368,3517,0,0,1
68760,42a0e188f5033bc65bf8d78622277c4e,bd47152f8e589f25651e35fba855ca23,3,1448,1435,0,0,17
68886,fa7cdfad1a5aaf8370ebeda47a1ff1c3,c3f196f1d015387cbc3c8ea7dc7f5090,9,1506,5531,0,0,1
69003,c81e728d9d4c2f636f067f89cc14862c,fc23e2d1717be722e4ba820a4d9ce1fc,7,1946,3860,4,0,17
69261,c81e728d9d4c2f636f067f89cc14862c,68499aae61b2a91ad55f277e61604363,7,778,4232,0,0,17
69352,6364d3f0f495b6ab9dcf8d3b5c6e0b01,9f5ac116da8020674caecb94033344c5,5,1201,2432,6,0,17
69726,16a5cdae362b8d27a1d8f8c7b78b4330,445ba14b96ef77934911701d9e5a0a08,1,487,668,4,0,1
69782,fa7cdfad1a5aaf8370ebeda47a1ff1c3,ca0ab467d14a5063de47e379d2d24301,9,1565,5554,6,0,1
70051,1ecfb463472ec9115b10c292ef8bc986,5741d9a2f5398fea6bbe01e2eea4a0c5,2,625,1148,6,1,1
70078,16a5cdae362b8d27a1d8f8c7b78b4330,a2f01e8907594a5cc33b21086a702036,1,1232,116,4,0,1
70150,f7e6c85504ce6e82442c770f7c8606f0,7c2477868f25cf87892fff6d99ae2c72,8,919,5279,6,0,1
70295,fa7cdfad1a5aaf8370ebeda47a1ff1c3,efe0522512ae92bff7f12e5d5c93e8d9,9,1859,5702,4,0,17
70335,53e19f3dbb211f20b20b45668303c1b6,b03288463e75381b513315f548726165,4,1349,2248,0,1,17
70352,1ecfb463472ec9115b10c292ef8bc986,02713435f3587e2c81d8f6a9016763ea,2,17,1052,0,1,1
70442,16a5cdae362b8d27a1d8f8c7b78b4330,f3b2e97ae72494b840d654cc63e391e8,1,1892,475,4,0,17
70457,53e19f3dbb211f20b20b45668303c1b6,8b7dbdd0104cec54684b49d4f67c4b7e,4,1043,2226,6,1,17
70830,c81e728d9d4c2f636f067f89cc14862c,74a5d20962421bf66e6a7ce6d884fbf5,7,871,4296,1,0,1
70839,42a0e188f5033bc65bf8d78622277c4e,641e167f974d1dd076c0886d17271975,3,745,2073,2,0,1
71048,53e19f3dbb211f20b20b45668303c1b6,e1a39c1d69e1ee003d3ead6c68f13729,4,1743,2273,6,1,17
71286,1ecfb463472ec9115b10c292ef8bc986,856714d4d90056ded81ba77c997c6373,2,985,1208,3,1,1
71309,c81e728d9d4c2f636f067f89cc14862c,efe0522512ae92bff7f12e5d5c93e8d9,7,1859,3811,4,0,17
71323,c81e728d9d4c2f636f067f89cc14862c,855a3b95cb49bead247abb5f9c7a7733,7,984,4370,4,0,1
71352,6364d3f0f495b6ab9dcf8d3b5c6e0b01,ad8ec04e168adbc02021a7f636005b31,5,1326,2491,1,0,1
71489,fa7cdfad1a5aaf8370ebeda47a1ff1c3,68499aae61b2a91ad55f277e61604363,9,778,6024,0,0,17
71560,42a0e188f5033bc65bf8d78622277c4e,e96259563648fc1131b308f768584f6e,3,1800,1658,8,0,1
71588,fa7cdfad1a5aaf8370ebeda47a1ff1c3,996200890299d6633aefad9073dba4e2,9,1150,5378,0,0,17
71689,42a0e188f5033bc65bf8d78622277c4e,996200890299d6633aefad9073dba4e2,3,1150,1274,0,0,17
71724,c81e728d9d4c2f636f067f89cc14862c,9c231867e537759d3ef811c0bd9c705c,7,1172,3406,1,0,1
71998,16a5cdae362b8d27a1d8f8c7b78b4330,c0d1aa91dad6cb774a8348aaef0b15de,1,1480,246,0,0,1
72016,6364d3f0f495b6ab9dcf8d3b5c6e0b01,2a875376cce8ea8e15042d2ecdeb0fe1,5,300,2858,0,0,17
72132,fa7cdfad1a5aaf8370ebeda47a1ff1c3,a25b81711be0a69f6a1258efc1fe52f8,9,1226,5412,8,0,1
72290,c81e728d9d4c2f636f067f89cc14862c,d5285a5b153c43fa0028b6fb6965a3f0,7,1654,3680,4,0,1
72397,6364d3f0f495b6ab9dcf8d3b5c6e0b01,836c784d553282c664d502c5c259d767,5,972,3207,4,0,1
72745,fa7cdfad1a5aaf8370ebeda47a1ff1c3,83913200ee37a50f3922fabbc9826991,9,973,6118,4,0,17
72774,16a5cdae362b8d27a1d8f8c7b78b4330,68499aae61b2a91ad55f277e61604363,1,778,828,0,0,17
72786,c81e728d9d4c2f636f067f89cc14862c,ad8ec04e168adbc02021a7f636005b31,7,1326,3488,1,0,1
72823,1ecfb463472ec9115b10c292ef8bc986,d23f1d1cd4efe77dac5482f856a9d12d,2,1635,1045,5,1,1
72857,c81e728d9d4c2f636f067f89cc14862c,6f95fb5868092aeebc6331ac1bdee85d,7,833,4276,5,0,1
73079,6364d3f0f495b6ab9dcf8d3b5c6e0b01,93ce038355f55395d6747c3c9567018c,5,1111,2387,6,0,1
73254,f7e6c85504ce6e82442c770f7c8606f0,53a0025dcb7a9565375706d57f0c8f37,8,601,5101,0,0,1
73619,16a5cdae362b8d27a1d8f8c7b78b4330,996200890299d6633aefad9073dba4e2,1,1150,76,0,0,17
74073,6364d3f0f495b6ab9dcf8d3b5c6e0b01,996200890299d6633aefad9073dba4e2,5,1150,2402,0,0,17
74168,c81e728d9d4c2f636f067f89cc14862c,ec64491cf0ea4b8a3cde5e351582631d,7,1825,3790,4,0,17
74516,6364d3f0f495b6ab9dcf8d3b5c6e0b01,744ff29935b2c8d2d15406adb481efc1,5,868,3149,0,0,1
74763,42a0e188f5033bc65bf8d78622277c4e,81e8fcb1a277120cacd831a036cd09af,3,959,2198,0,0,1
75060,f7e6c85504ce6e82442c770f7c8606f0,0f9f8486fcb1bad82ffe18d5850dc25b,8,99,5314,4,0,1
75067,42a0e188f5033bc65bf8d78622277c4e,37c10be47e9c7312d7a33d4d4ad6cac7,3,385,1868,4,0,17
75644,fa7cdfad1a5aaf8370ebeda47a1ff1c3,ed64bdb93323c463547c018edd8c1876,9,1832,5688,6,0,1
75751,fa7cdfad1a5aaf8370ebeda47a1ff1c3,e6b61cb3f6d8c2bec3f885f43ffcc11e,9,1779,5660,8,0,1
75949,c81e728d9d4c2f636f067f89cc14862c,de8e98f8e102df439f312ab263259966,7,1721,3720,0,0,1
75971,16a5cdae362b8d27a1d8f8c7b78b4330,fc12e64d403e9c56af8fe064f906b477,1,1945,500,0,0,1
76114,1ecfb463472ec9115b10c292ef8bc986,26864bfba07bfdc89934ec5ca9367ab9,2,263,1105,0,1,1
76200,f7e6c85504ce6e82442c770f7c8606f0,3d7a0d134019e7b9394ca95cac1e321e,8,429,5001,4,0,1
76219,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5bc96a1714af997dfc31f078583f2942,9,664,5968,6,0,1
76296,1ecfb463472ec9115b10c292ef8bc986,944129af13e7a81b879b0e810e0cb562,2,1118,977,6,1,1
76636,42a0e188f5033bc65bf8d78622277c4e,0dffbb0c715c9794aa9cb5b747daaae7,3,87,2149,4,0,17
76766,f7e6c85504ce6e82442c770f7c8606f0,a7a9eb3ffb9634e37c50995c34da34d0,8,1269,4511,0,0,17
77008,42a0e188f5033bc65bf8d78622277c4e,13928e132e7e0e55a0a8a6f0fd539758,3,127,1339,8,0,1
77011,6364d3f0f495b6ab9dcf8d3b5c6e0b01,efe0522512ae92bff7f12e5d5c93e8d9,5,1859,2756,4,0,17
77109,fa7cdfad1a5aaf8370ebeda47a1ff1c3,b657e08566bc640f865dd628fb67876a,9,1395,5484,6,0,1
78039,f7e6c85504ce6e82442c770f7c8606f0,836c784d553282c664d502c5c259d767,8,972,5306,4,0,1
78617,16a5cdae362b8d27a1d8f8c7b78b4330,efe0522512ae92bff7f12e5d5c93e8d9,1,1859,456,4,0,17
78815,f7e6c85504ce6e82442c770f7c8606f0,4723543b1732db4de5ee26a3b12f721c,8,506,5050,6,0,17
79231,42a0e188f5033bc65bf8d78622277c4e,770be3f109c6001e7926a38b0837dfa8,3,887,2159,0,0,17
79417,f7e6c85504ce6e82442c770f7c8606f0,71266fdc652ba668c7eb6786cb86ee83,8,846,5235,6,0,17
79454,f7e6c85504ce6e82442c770f7c8606f0,072e81e77edf6f7370bc290b32c9bb81,8,44,5005,0,0,1
79934,f7e6c85504ce6e82442c770f7c8606f0,e379ce2dc88748569ddfcd256d32cb26,8,1754,4759,0,0,17
80488,f7e6c85504ce6e82442c770f7c8606f0,785a28be2cc5ae5d98000016f6711112,8,893,5265,1,0,1
81183,c81e728d9d4c2f636f067f89cc14862c,6529fde8656878bc15c87757edcaeb60,7,755,4218,3,0,1
81268,c81e728d9d4c2f636f067f89cc14862c,cf99d87532dbf41d82c415474e61afda,7,1611,3653,6,0,1
81350,c81e728d9d4c2f636f067f89cc14862c,a8523ad41b5e8d48531cd6aeef1a9edd,7,1276,3464,6,0,17
